          S1          S2          D1          D2
 -0.1808E+02 -0.2027E+03 -0.5478E-09 -0.4934E-02
 -0.2850E+02 -0.2018E+03 -0.8527E-03 -0.4836E-02
 -0.5940E+02 -0.1939E+03 -0.1689E-02 -0.4640E-02
 -0.6707E+02 -0.1903E+03 -0.2521E-02 -0.4366E-02
 -0.9039E+02 -0.1729E+03 -0.3374E-02 -0.4021E-02
 -0.1006E+03 -0.1629E+03 -0.4214E-02 -0.3536E-02
 -0.1084E+03 -0.1517E+03 -0.5104E-02 -0.2947E-02
 -0.1200E+03 -0.1258E+03 -0.6031E-02 -0.2195E-02
 -0.1322E+03 -0.7959E+02 -0.6838E-02 -0.1206E-02
 -0.1364E+03 -0.3573E+02 -0.7330E-02 -0.1100E-06
 -0.1329E+03  0.9410E+00 -0.7515E-02  0.1325E-02
 -0.1163E+03  0.6364E+02 -0.7169E-02  0.2609E-02
 -0.9745E+02  0.1046E+03 -0.6336E-02  0.3658E-02
 -0.5788E+02  0.1604E+03 -0.5195E-02  0.4359E-02
 -0.3530E+02  0.1842E+03 -0.3925E-02  0.4677E-02
 -0.2617E+02  0.1907E+03 -0.2806E-02  0.4860E-02
 -0.1806E+02  0.1944E+03 -0.1811E-02  0.4975E-02
  0.7988E+01  0.2018E+03 -0.8799E-03  0.4990E-02
  0.1808E+02  0.2027E+03 -0.1938E-07  0.4934E-02
  0.2850E+02  0.2018E+03  0.8527E-03  0.4836E-02
  0.5940E+02  0.1939E+03  0.1689E-02  0.4640E-02
  0.6707E+02  0.1903E+03  0.2521E-02  0.4366E-02
  0.9039E+02  0.1729E+03  0.3374E-02  0.4021E-02
  0.1006E+03  0.1629E+03  0.4214E-02  0.3536E-02
  0.1084E+03  0.1517E+03  0.5104E-02  0.2947E-02
  0.1200E+03  0.1258E+03  0.6031E-02  0.2195E-02
  0.1322E+03  0.7959E+02  0.6838E-02  0.1206E-02
  0.1364E+03  0.3573E+02  0.7330E-02  0.1100E-06
  0.1329E+03 -0.9410E+00  0.7515E-02 -0.1325E-02
