          S1          S2          D1          D2
 -0.5891E+02 -0.1694E+03 -0.2489E-07 -0.5904E-02
 -0.7771E+02 -0.1678E+03 -0.9717E-03 -0.5511E-02
 -0.9223E+02 -0.1639E+03 -0.1843E-02 -0.5063E-02
 -0.1213E+03 -0.1498E+03 -0.2627E-02 -0.4550E-02
 -0.1443E+03 -0.1330E+03 -0.3303E-02 -0.3936E-02
 -0.1536E+03 -0.1240E+03 -0.3881E-02 -0.3256E-02
 -0.1576E+03 -0.1184E+03 -0.4426E-02 -0.2555E-02
 -0.1603E+03 -0.1125E+03 -0.4968E-02 -0.1808E-02
 -0.1624E+03 -0.1048E+03 -0.5530E-02 -0.9751E-03
 -0.1635E+03 -0.8921E+02 -0.6117E-02 -0.7660E-08
 -0.1579E+03 -0.2394E+02 -0.6508E-02  0.1147E-02
 -0.1503E+03  0.4667E+01 -0.6580E-02  0.2395E-02
 -0.1344E+03  0.3827E+02 -0.6388E-02  0.3688E-02
 -0.1152E+03  0.6588E+02 -0.5865E-02  0.4922E-02
 -0.7871E+02  0.1022E+03 -0.4987E-02  0.5943E-02
 -0.2433E+02  0.1395E+03 -0.3760E-02  0.6512E-02
  0.2344E+02  0.1627E+03 -0.2360E-02  0.6485E-02
  0.4238E+02  0.1680E+03 -0.1099E-02  0.6231E-02
  0.5891E+02  0.1694E+03 -0.7890E-07  0.5903E-02
  0.7771E+02  0.1678E+03  0.9717E-03  0.5511E-02
  0.9223E+02  0.1639E+03  0.1843E-02  0.5063E-02
  0.1213E+03  0.1498E+03  0.2627E-02  0.4550E-02
  0.1443E+03  0.1330E+03  0.3303E-02  0.3936E-02
  0.1536E+03  0.1240E+03  0.3881E-02  0.3256E-02
  0.1576E+03  0.1184E+03  0.4426E-02  0.2555E-02
  0.1603E+03  0.1125E+03  0.4968E-02  0.1808E-02
  0.1624E+03  0.1048E+03  0.5530E-02  0.9751E-03
  0.1635E+03  0.8921E+02  0.6117E-02  0.7660E-08
  0.1579E+03  0.2394E+02  0.6508E-02 -0.1147E-02
  0.1503E+03 -0.4667E+01  0.6580E-02 -0.2395E-02
  0.1344E+03 -0.3827E+02  0.6388E-02 -0.3688E-02
  0.1152E+03 -0.6588E+02  0.5865E-02 -0.4922E-02
  0.7871E+02 -0.1022E+03  0.4987E-02 -0.5943E-02
  0.2433E+02 -0.1395E+03  0.3760E-02 -0.6512E-02
 -0.2344E+02 -0.1627E+03  0.2360E-02 -0.6485E-02
 -0.4238E+02 -0.1680E+03  0.1099E-02 -0.6231E-02
 -0.5891E+02 -0.1694E+03 -0.2489E-07 -0.5904E-02
          S1          S2          D1          D2
 -0.9304E+02 -0.2931E+03 -0.1682E-11 -0.3411E-02
 -0.1197E+03 -0.2908E+03 -0.5653E-03 -0.3206E-02
 -0.1422E+03 -0.2848E+03 -0.1081E-02 -0.2971E-02
 -0.2002E+03 -0.2560E+03 -0.1554E-02 -0.2691E-02
 -0.2407E+03 -0.2269E+03 -0.1957E-02 -0.2332E-02
 -0.2558E+03 -0.2123E+03 -0.2304E-02 -0.1934E-02
 -0.2618E+03 -0.2038E+03 -0.2635E-02 -0.1522E-02
 -0.2660E+03 -0.1947E+03 -0.2968E-02 -0.1080E-02
 -0.2692E+03 -0.1824E+03 -0.3318E-02 -0.5851E-03
 -0.2711E+03 -0.1559E+03 -0.3689E-02 -0.3686E-08
 -0.2603E+03 -0.2782E+02 -0.3916E-02  0.6904E-03
 -0.2468E+03  0.2332E+02 -0.3917E-02  0.1426E-02
 -0.2222E+03  0.7568E+02 -0.3760E-02  0.2171E-02
 -0.1915E+03  0.1197E+03 -0.3425E-02  0.2874E-02
 -0.1297E+03  0.1805E+03 -0.2900E-02  0.3456E-02
 -0.2657E+02  0.2507E+03 -0.2170E-02  0.3758E-02
  0.3981E+02  0.2832E+03 -0.1355E-02  0.3722E-02
  0.6814E+02  0.2910E+03 -0.6321E-03  0.3585E-02
  0.9303E+02  0.2931E+03 -0.3606E-07  0.3411E-02
  0.1197E+03  0.2908E+03  0.5653E-03  0.3206E-02
  0.1422E+03  0.2848E+03  0.1081E-02  0.2971E-02
  0.2002E+03  0.2560E+03  0.1554E-02  0.2691E-02
  0.2407E+03  0.2269E+03  0.1957E-02  0.2332E-02
  0.2558E+03  0.2123E+03  0.2304E-02  0.1934E-02
  0.2618E+03  0.2038E+03  0.2635E-02  0.1522E-02
  0.2660E+03  0.1947E+03  0.2968E-02  0.1080E-02
  0.2692E+03  0.1824E+03  0.3318E-02  0.5851E-03
  0.2711E+03  0.1559E+03  0.3689E-02  0.3687E-08
  0.2603E+03  0.2783E+02  0.3916E-02 -0.6904E-03
  0.2468E+03 -0.2330E+02  0.3917E-02 -0.1426E-02
  0.2222E+03 -0.7566E+02  0.3760E-02 -0.2171E-02
  0.1915E+03 -0.1197E+03  0.3426E-02 -0.2874E-02
  0.1296E+03 -0.1805E+03  0.2900E-02 -0.3456E-02
  0.2655E+02 -0.2507E+03  0.2170E-02 -0.3758E-02
 -0.3982E+02 -0.2832E+03  0.1355E-02 -0.3721E-02
 -0.6815E+02 -0.2910E+03  0.6321E-03 -0.3585E-02
 -0.9304E+02 -0.2931E+03 -0.1682E-11 -0.3411E-02
          S1          S2          D1          D2
 -0.1178E+03 -0.3615E+03 -0.3033E-07 -0.2766E-02
 -0.1503E+03 -0.3587E+03 -0.4577E-03 -0.2596E-02
 -0.1773E+03 -0.3515E+03 -0.8748E-03 -0.2403E-02
 -0.2445E+03 -0.3180E+03 -0.1258E-02 -0.2178E-02
 -0.2911E+03 -0.2846E+03 -0.1587E-02 -0.1891E-02
 -0.3093E+03 -0.2669E+03 -0.1875E-02 -0.1573E-02
 -0.3168E+03 -0.2563E+03 -0.2151E-02 -0.1242E-02
 -0.3222E+03 -0.2448E+03 -0.2432E-02 -0.8850E-03
 -0.3263E+03 -0.2291E+03 -0.2727E-02 -0.4809E-03
 -0.3287E+03 -0.1946E+03 -0.3042E-02 -0.6105E-10
 -0.3157E+03 -0.4356E+02 -0.3246E-02  0.5724E-03
 -0.2980E+03  0.2357E+02 -0.3262E-02  0.1187E-02
 -0.2661E+03  0.9182E+02 -0.3134E-02  0.1809E-02
 -0.2270E+03  0.1476E+03 -0.2850E-02  0.2391E-02
 -0.1488E+03  0.2246E+03 -0.2401E-02  0.2861E-02
 -0.1955E+02  0.3134E+03 -0.1778E-02  0.3080E-02
  0.5485E+02  0.3498E+03 -0.1104E-02  0.3032E-02
  0.8790E+02  0.3589E+03 -0.5136E-03  0.2912E-02
  0.1179E+03  0.3614E+03 -0.3171E-07  0.2767E-02
  0.1505E+03  0.3586E+03  0.4578E-03  0.2596E-02
  0.1774E+03  0.3515E+03  0.8748E-03  0.2404E-02
  0.2445E+03  0.3179E+03  0.1258E-02  0.2178E-02
  0.2911E+03  0.2846E+03  0.1587E-02  0.1891E-02
  0.3093E+03  0.2669E+03  0.1875E-02  0.1573E-02
  0.3168E+03  0.2563E+03  0.2152E-02  0.1242E-02
  0.3222E+03  0.2448E+03  0.2432E-02  0.8850E-03
  0.3263E+03  0.2291E+03  0.2727E-02  0.4809E-03
  0.3287E+03  0.1946E+03  0.3042E-02  0.1075E-09
  0.3157E+03  0.4362E+02  0.3246E-02 -0.5724E-03
  0.2981E+03 -0.2332E+02  0.3262E-02 -0.1187E-02
  0.2661E+03 -0.9159E+02  0.3135E-02 -0.1810E-02
  0.2268E+03 -0.1478E+03  0.2851E-02 -0.2392E-02
  0.1486E+03 -0.2248E+03  0.2401E-02 -0.2862E-02
  0.1932E+02 -0.3136E+03  0.1778E-02 -0.3079E-02
 -0.5499E+02 -0.3499E+03  0.1103E-02 -0.3031E-02
 -0.8792E+02 -0.3589E+03  0.5135E-03 -0.2912E-02
 -0.1178E+03 -0.3615E+03 -0.3033E-07 -0.2766E-02
          S1          S2          D1          D2
 -0.1316E+03 -0.4073E+03 -0.9031E-09 -0.2455E-02
 -0.1661E+03 -0.4043E+03 -0.4066E-03 -0.2306E-02
 -0.1951E+03 -0.3966E+03 -0.7783E-03 -0.2138E-02
 -0.2707E+03 -0.3585E+03 -0.1122E-02 -0.1943E-02
 -0.3210E+03 -0.3227E+03 -0.1417E-02 -0.1689E-02
 -0.3405E+03 -0.3038E+03 -0.1679E-02 -0.1409E-02
 -0.3488E+03 -0.2921E+03 -0.1933E-02 -0.1116E-02
 -0.3547E+03 -0.2794E+03 -0.2191E-02 -0.7976E-03
 -0.3593E+03 -0.2616E+03 -0.2466E-02 -0.4349E-03
 -0.3623E+03 -0.2190E+03 -0.2760E-02 -0.1074E-07
 -0.3475E+03 -0.5140E+02 -0.2954E-02  0.5209E-03
 -0.3265E+03  0.2863E+02 -0.2968E-02  0.1080E-02
 -0.2905E+03  0.1057E+03 -0.2845E-02  0.1642E-02
 -0.2465E+03  0.1685E+03 -0.2578E-02  0.2163E-02
 -0.1585E+03  0.2548E+03 -0.2164E-02  0.2578E-02
 -0.8214E+01  0.3591E+03 -0.1587E-02  0.2748E-02
