2.000000000000000000e+00 -1.384168123405101536e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.979999999999999538e+00 -2.754494565576128817e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000021e-02
5.959999999999999964e+00 -4.124821007747171642e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-02
7.940000000000000391e+00 -5.495147449918285076e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999889e-02
9.919999999999999929e+00 -6.865473892089326569e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000083e-02
1.190000000000000036e+01 -8.235800334260369837e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000278e-02
nan nan nan nan nan nan nan
2.000000000000000000e+00 4.495279234516212696e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.979999999999999538e+00 8.945605676687236496e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000021e-02
5.959999999999999964e+00 1.339593211885828339e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-02
7.940000000000000391e+00 1.784625856102939778e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999889e-02
9.919999999999999929e+00 2.229658500320043757e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000083e-02
1.190000000000000036e+01 2.674691144537148801e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000278e-02
nan nan nan nan nan nan nan
2.000000000000000000e+00 0.000000000000000000e+00 -2.000000000000000888e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.979999999999999538e+00 0.000000000000000000e+00 -3.979999999999971116e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000021e-02
5.959999999999999964e+00 0.000000000000000000e+00 -5.959999999999962661e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-02
7.940000000000000391e+00 0.000000000000000000e+00 -7.940000000000046576e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999889e-02
9.919999999999999929e+00 0.000000000000000000e+00 -9.920000000000037232e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000083e-02
1.190000000000000036e+01 0.000000000000000000e+00 -1.190000000000002878e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000278e-02
nan nan nan nan nan nan nan
2.000000000000000000e+00 0.000000000000000000e+00 4.666666666666667851e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.979999999999999538e+00 0.000000000000000000e+00 9.286666666666633319e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000021e-02
5.959999999999999964e+00 0.000000000000000000e+00 1.390666666666662898e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-02
7.940000000000000391e+00 0.000000000000000000e+00 1.852666666666671347e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999889e-02
9.919999999999999929e+00 0.000000000000000000e+00 2.314666666666670380e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000083e-02
1.190000000000000036e+01 0.000000000000000000e+00 2.776666666666670835e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000278e-02
nan nan nan nan nan nan nan
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.999999999999999778e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.979999999999999538e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.979999999999994209e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000021e-02
5.959999999999999964e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.959999999999986642e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-02
7.940000000000000391e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.939999999999989733e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999889e-02
9.919999999999999929e+00 0.000000000000000000e+00 0.000000000000000000e+00 -9.919999999999971507e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000083e-02
1.190000000000000036e+01 0.000000000000000000e+00 0.000000000000000000e+00 -1.189999999999997549e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000278e-02
nan nan nan nan nan nan nan
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.999999999999999778e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.979999999999999538e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.979999999999994209e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000021e-02
5.959999999999999964e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.959999999999986642e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000042e-02
7.940000000000000391e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.939999999999989733e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.999999999999999889e-02
9.919999999999999929e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.919999999999971507e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.000000000000000083e-02
1.190000000000000036e+01 0.000000000000000000e+00 0.000000000000000000e+00 1.189999999999997549e+01 0.000000000000000000e+00 0.000000000000000000e+00 5.000000000000000278e-02
nan nan nan nan nan nan nan
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -3.741657386773940885e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.979999999999999538e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.445898199680138774e+00 0.000000000000000000e+00 1.000000000000000021e-02
5.959999999999999964e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.115013901258632067e+01 0.000000000000000000e+00 2.000000000000000042e-02
7.940000000000000391e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.485437982549252212e+01 0.000000000000000000e+00 2.999999999999999889e-02
9.919999999999999929e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.855862063839872533e+01 0.000000000000000000e+00 4.000000000000000083e-02
1.190000000000000036e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.226286145130491789e+01 0.000000000000000000e+00 5.000000000000000278e-02
nan nan nan nan nan nan nan
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.741657386773940885e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.979999999999999538e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 7.445898199680138774e+00 0.000000000000000000e+00 1.000000000000000021e-02
5.959999999999999964e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.115013901258632067e+01 0.000000000000000000e+00 2.000000000000000042e-02
7.940000000000000391e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.485437982549252212e+01 0.000000000000000000e+00 2.999999999999999889e-02
9.919999999999999929e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.855862063839872533e+01 0.000000000000000000e+00 4.000000000000000083e-02
1.190000000000000036e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 2.226286145130491789e+01 0.000000000000000000e+00 5.000000000000000278e-02
nan nan nan nan nan nan nan
2.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.291502622129180544e+00 0.000000000000000000e+00
