          S1          S2          D1          D2
  0.1240E+03 -0.2608E+03 -0.4717E-07 -0.3834E-02
  0.1197E+03 -0.2604E+03 -0.7369E-03 -0.4179E-02
  0.1108E+03 -0.2579E+03 -0.1673E-02 -0.4597E-02
  0.9331E+02 -0.2495E+03 -0.2950E-02 -0.5111E-02
  0.6454E+02 -0.2292E+03 -0.4793E-02 -0.5713E-02
 -0.8207E+02 -0.8573E+02 -0.6493E-02 -0.5449E-02
 -0.9994E+02 -0.6055E+02 -0.7412E-02 -0.4279E-02
 -0.1129E+03 -0.3216E+02 -0.8022E-02 -0.2920E-02
 -0.1640E+03  0.1679E+03 -0.7438E-02 -0.1312E-02
 -0.1692E+03  0.2185E+03 -0.5911E-02 -0.3172E-07
 -0.1683E+03  0.2308E+03 -0.4784E-02  0.8436E-03
 -0.1671E+03  0.2355E+03 -0.3955E-02  0.1440E-02
 -0.1659E+03  0.2382E+03 -0.3296E-02  0.1903E-02
 -0.1646E+03  0.2400E+03 -0.2732E-02  0.2293E-02
 -0.1631E+03  0.2415E+03 -0.2218E-02  0.2643E-02
 -0.1599E+03  0.2437E+03 -0.1718E-02  0.2976E-02
 -0.1294E+03  0.2599E+03 -0.1186E-02  0.3258E-02
 -0.1269E+03  0.2606E+03 -0.6233E-03  0.3534E-02
 -0.1240E+03  0.2608E+03 -0.2666E-07  0.3834E-02
 -0.1197E+03  0.2604E+03  0.7369E-03  0.4179E-02
 -0.1108E+03  0.2579E+03  0.1673E-02  0.4597E-02
 -0.9331E+02  0.2495E+03  0.2950E-02  0.5111E-02
 -0.6454E+02  0.2292E+03  0.4793E-02  0.5713E-02
  0.7610E+01  0.1597E+03  0.7062E-02  0.5926E-02
  0.8545E+02  0.4013E+02  0.9207E-02  0.5316E-02
  0.1381E+03 -0.6252E+02  0.8671E-02  0.3156E-02
  0.1640E+03 -0.1679E+03  0.7438E-02  0.1311E-02
  0.1692E+03 -0.2185E+03  0.5911E-02  0.3172E-07
  0.1683E+03 -0.2308E+03  0.4784E-02 -0.8436E-03
  0.1671E+03 -0.2355E+03  0.3955E-02 -0.1440E-02
  0.1659E+03 -0.2382E+03  0.3296E-02 -0.1903E-02
  0.1646E+03 -0.2400E+03  0.2732E-02 -0.2293E-02
  0.1631E+03 -0.2415E+03  0.2218E-02 -0.2643E-02
  0.1599E+03 -0.2437E+03  0.1718E-02 -0.2976E-02
  0.1294E+03 -0.2599E+03  0.1186E-02 -0.3258E-02
  0.1269E+03 -0.2606E+03  0.6233E-03 -0.3534E-02
  0.1240E+03 -0.2608E+03 -0.4717E-07 -0.3834E-02
          S1          S2          D1          D2
  0.1995E+03 -0.4412E+03 -0.4221E-10 -0.2267E-02
  0.1926E+03 -0.4405E+03 -0.4337E-03 -0.2460E-02
  0.1780E+03 -0.4364E+03 -0.9794E-03 -0.2691E-02
  0.1523E+03 -0.4243E+03 -0.1716E-02 -0.2973E-02
  0.1003E+03 -0.3876E+03 -0.2765E-02 -0.3296E-02
 -0.1350E+03 -0.1642E+03 -0.3666E-02 -0.3076E-02
 -0.1680E+03 -0.1173E+03 -0.4243E-02 -0.2449E-02
 -0.1935E+03 -0.6198E+02 -0.4629E-02 -0.1685E-02
 -0.2811E+03  0.2830E+03 -0.4326E-02 -0.7627E-03
 -0.2910E+03  0.3705E+03 -0.3436E-02 -0.1473E-07
 -0.2899E+03  0.3865E+03 -0.2793E-02  0.4925E-03
 -0.2881E+03  0.3933E+03 -0.2319E-02  0.8440E-03
 -0.2863E+03  0.3973E+03 -0.1939E-02  0.1120E-02
 -0.2843E+03  0.4001E+03 -0.1613E-02  0.1353E-02
 -0.2818E+03  0.4026E+03 -0.1313E-02  0.1565E-02
 -0.2772E+03  0.4057E+03 -0.1020E-02  0.1768E-02
 -0.2089E+03  0.4395E+03 -0.7060E-03  0.1940E-02
 -0.2043E+03  0.4408E+03 -0.3698E-03  0.2097E-02
 -0.1995E+03  0.4412E+03 -0.1121E-07  0.2267E-02
 -0.1926E+03  0.4405E+03  0.4337E-03  0.2460E-02
 -0.1780E+03  0.4364E+03  0.9794E-03  0.2691E-02
 -0.1523E+03  0.4243E+03  0.1716E-02  0.2973E-02
 -0.1007E+03  0.3880E+03  0.2765E-02  0.3296E-02
