          S1          S2          D1          D2
  0.5126E+02 -0.7768E+02 -0.2105E-11 -0.1287E-01
 -0.7865E+02 -0.7310E+02 -0.2027E-02 -0.1150E-01
 -0.2198E+03 -0.3130E+02 -0.3270E-02 -0.8983E-02
 -0.2302E+03 -0.2675E+02 -0.3616E-02 -0.6263E-02
 -0.2338E+03 -0.2431E+02 -0.3806E-02 -0.4536E-02
 -0.2394E+03 -0.1873E+02 -0.3921E-02 -0.3290E-02
 -0.2406E+03 -0.1695E+02 -0.3993E-02 -0.2306E-02
 -0.2412E+03 -0.1566E+02 -0.4050E-02 -0.1474E-02
 -0.2416E+03 -0.1429E+02 -0.4096E-02 -0.7223E-03
 -0.2418E+03 -0.1191E+02 -0.4136E-02  0.1187E-06
 -0.2397E+03  0.8427E+01 -0.4146E-02  0.7310E-03
 -0.2356E+03  0.2585E+02 -0.4081E-02  0.1485E-02
 -0.2347E+03  0.2778E+02 -0.3988E-02  0.2302E-02
 -0.2333E+03  0.2985E+02 -0.3871E-02  0.3248E-02
 -0.2266E+03  0.3610E+02 -0.3709E-02  0.4420E-02
 -0.1277E+03  0.1078E+03 -0.3181E-02  0.5510E-02
 -0.1137E+03  0.1145E+03 -0.2335E-02  0.6416E-02
 -0.1035E+03  0.1172E+03 -0.1302E-02  0.7381E-02
 -0.9342E+02  0.1181E+03  0.9619E-06  0.8467E-02
 -0.7534E+02  0.1162E+03  0.1713E-02  0.9715E-02
  0.2198E+03  0.3130E+02  0.3270E-02  0.8983E-02
  0.2302E+03  0.2675E+02  0.3616E-02  0.6263E-02
  0.2338E+03  0.2431E+02  0.3806E-02  0.4536E-02
  0.2394E+03  0.1873E+02  0.3921E-02  0.3290E-02
  0.2406E+03  0.1695E+02  0.3993E-02  0.2306E-02
  0.2412E+03  0.1566E+02  0.4050E-02  0.1474E-02
  0.2416E+03  0.1429E+02  0.4096E-02  0.7223E-03
  0.2418E+03  0.1191E+02  0.4136E-02 -0.1187E-06
  0.2397E+03 -0.8427E+01  0.4146E-02 -0.7310E-03
  0.2356E+03 -0.2585E+02  0.4081E-02 -0.1485E-02
  0.2347E+03 -0.2778E+02  0.3988E-02 -0.2302E-02
  0.2333E+03 -0.2985E+02  0.3871E-02 -0.3248E-02
  0.2266E+03 -0.3610E+02  0.3709E-02 -0.4420E-02
  0.1852E+03 -0.6794E+02  0.3302E-02 -0.5719E-02
  0.1777E+03 -0.7145E+02  0.2674E-02 -0.7346E-02
  0.1675E+03 -0.7408E+02  0.1702E-02 -0.9651E-02
  0.5126E+02 -0.7768E+02 -0.2105E-11 -0.1287E-01
          S1          S2          D1          D2
  0.4717E+02 -0.9629E+02 -0.1964E-13 -0.1039E-01
 -0.2310E+03 -0.8780E+02 -0.1372E-02 -0.7781E-02
 -0.3274E+03 -0.5983E+02 -0.2033E-02 -0.5586E-02
 -0.3437E+03 -0.5262E+02 -0.2300E-02 -0.3983E-02
 -0.3552E+03 -0.4429E+02 -0.2451E-02 -0.2921E-02
 -0.3623E+03 -0.3759E+02 -0.2539E-02 -0.2130E-02
 -0.3640E+03 -0.3521E+02 -0.2602E-02 -0.1502E-02
 -0.3650E+03 -0.3315E+02 -0.2652E-02 -0.9654E-03
 -0.3656E+03 -0.3088E+02 -0.2695E-02 -0.4752E-03
 -0.3658E+03 -0.2720E+02 -0.2733E-02  0.5319E-07
