          S1          S2          D1          D2
 -0.5777E+02 -0.2437E+03  0.7276E-12 -0.4104E-02
 -0.8159E+02 -0.2414E+03 -0.6892E-03 -0.3909E-02
 -0.1125E+03 -0.2332E+03 -0.1328E-02 -0.3648E-02
 -0.1510E+03 -0.2148E+03 -0.1912E-02 -0.3312E-02
 -0.1721E+03 -0.1999E+03 -0.2437E-02 -0.2904E-02
 -0.1947E+03 -0.1772E+03 -0.2912E-02 -0.2444E-02
 -0.2084E+03 -0.1580E+03 -0.3338E-02 -0.1927E-02
 -0.2151E+03 -0.1437E+03 -0.3740E-02 -0.1361E-02
 -0.2195E+03 -0.1269E+03 -0.4134E-02 -0.7290E-03
 -0.2224E+03 -0.7826E+02 -0.4497E-02 -0.3633E-07
 -0.2177E+03 -0.1714E+02 -0.4659E-02  0.8214E-03
 -0.2031E+03  0.3644E+02 -0.4621E-02  0.1682E-02
 -0.1805E+03  0.8600E+02 -0.4345E-02  0.2508E-02
 -0.1592E+03  0.1164E+03 -0.3893E-02  0.3267E-02
 -0.1120E+03  0.1624E+03 -0.3273E-02  0.3900E-02
 -0.5230E+02  0.2045E+03 -0.2460E-02  0.4260E-02
  0.1005E+02  0.2341E+03 -0.1580E-02  0.4340E-02
  0.3826E+02  0.2420E+03 -0.7498E-03  0.4252E-02
  0.5776E+02  0.2437E+03 -0.1138E-06  0.4104E-02
  0.8159E+02  0.2414E+03  0.6892E-03  0.3909E-02
  0.1125E+03  0.2332E+03  0.1328E-02  0.3648E-02
  0.1510E+03  0.2148E+03  0.1912E-02  0.3312E-02
  0.1721E+03  0.1999E+03  0.2437E-02  0.2904E-02
  0.1947E+03  0.1772E+03  0.2912E-02  0.2444E-02
  0.2084E+03  0.1580E+03  0.3338E-02  0.1927E-02
  0.2151E+03  0.1437E+03  0.3740E-02  0.1361E-02
  0.2195E+03  0.1269E+03  0.4134E-02  0.7290E-03
  0.2224E+03  0.7826E+02  0.4497E-02  0.3633E-07
  0.2177E+03  0.1714E+02  0.4659E-02 -0.8214E-03
  0.2031E+03 -0.3644E+02  0.4621E-02 -0.1682E-02
  0.1805E+03 -0.8600E+02  0.4345E-02 -0.2508E-02
  0.1592E+03 -0.1164E+03  0.3893E-02 -0.3267E-02
  0.1120E+03 -0.1624E+03  0.3273E-02 -0.3900E-02
  0.5230E+02 -0.2045E+03  0.2460E-02 -0.4260E-02
 -0.1005E+02 -0.2341E+03  0.1580E-02 -0.4340E-02
 -0.3826E+02 -0.2420E+03  0.7498E-03 -0.4252E-02
 -0.5777E+02 -0.2437E+03  0.7276E-12 -0.4104E-02
          S1          S2          D1          D2
 -0.9589E+02 -0.4294E+03  0.3610E-08 -0.2329E-02
 -0.1323E+03 -0.4260E+03 -0.3924E-03 -0.2226E-02
 -0.1798E+03 -0.4132E+03 -0.7604E-03 -0.2089E-02
 -0.2570E+03 -0.3756E+03 -0.1102E-02 -0.1909E-02
 -0.2966E+03 -0.3479E+03 -0.1406E-02 -0.1676E-02
 -0.3333E+03 -0.3110E+03 -0.1683E-02 -0.1412E-02
 -0.3563E+03 -0.2787E+03 -0.1933E-02 -0.1116E-02
 -0.3680E+03 -0.2539E+03 -0.2172E-02 -0.7906E-03
 -0.3756E+03 -0.2249E+03 -0.2408E-02 -0.4247E-03
 -0.3803E+03 -0.1482E+03 -0.2629E-02 -0.2558E-07
 -0.3709E+03 -0.2100E+02 -0.2723E-02  0.4802E-03
 -0.3438E+03  0.8042E+02 -0.2680E-02  0.9755E-03
 -0.3086E+03  0.1576E+03 -0.2503E-02  0.1445E-02
 -0.2721E+03  0.2095E+03 -0.2233E-02  0.1873E-02
 -0.1983E+03  0.2819E+03 -0.1872E-02  0.2230E-02
 -0.7767E+02  0.3669E+03 -0.1402E-02  0.2429E-02
  0.2178E+02  0.4146E+03 -0.8950E-03  0.2459E-02
  0.6476E+02  0.4266E+03 -0.4248E-03  0.2409E-02
  0.9589E+02  0.4294E+03 -0.5978E-07  0.2329E-02
  0.1323E+03  0.4260E+03  0.3924E-03  0.2226E-02
  0.1799E+03  0.4132E+03  0.7604E-03  0.2089E-02
  0.2570E+03  0.3756E+03  0.1102E-02  0.1909E-02
  0.2966E+03  0.3479E+03  0.1406E-02  0.1676E-02
  0.3333E+03  0.3110E+03  0.1683E-02  0.1412E-02
  0.3564E+03  0.2787E+03  0.1933E-02  0.1116E-02
  0.3680E+03  0.2539E+03  0.2172E-02  0.7906E-03
  0.3756E+03  0.2249E+03  0.2408E-02  0.4246E-03
