0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.020725942163689837e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.449999999999999734e+00,-1.750000000000000000e+00,-6.999999999999999556e-01,1.956559480312316079e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.899999999999999467e+00,-3.500000000000000000e+00,-1.399999999999999911e+00,1.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.349999999999999645e+00,-5.250000000000000000e+00,-2.099999999999999645e+00,1.336584577695453468e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.799999999999998934e+00,-7.000000000000000000e+00,-2.799999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.020725942163689837e+00
2.449999999999999734e+00,-1.750000000000000000e+00,-6.999999999999999556e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.956559480312316079e+00
4.899999999999999467e+00,-3.500000000000000000e+00,-1.399999999999999911e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.750000000000000000e+00
7.349999999999999645e+00,-5.250000000000000000e+00,-2.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.336584577695453468e+00
9.799999999999998934e+00,-7.000000000000000000e+00,-2.799999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.020725942163689837e+00,0.000000000000000000e+00
2.449999999999999734e+00,-1.750000000000000000e+00,-6.999999999999999556e-01,0.000000000000000000e+00,1.956559480312316079e+00,0.000000000000000000e+00
4.899999999999999467e+00,-3.500000000000000000e+00,-1.399999999999999911e+00,0.000000000000000000e+00,1.750000000000000000e+00,0.000000000000000000e+00
7.349999999999999645e+00,-5.250000000000000000e+00,-2.099999999999999645e+00,0.000000000000000000e+00,1.336584577695453468e+00,0.000000000000000000e+00
9.799999999999998934e+00,-7.000000000000000000e+00,-2.799999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.020725942163689837e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.750000000000000000e+00,2.274999999999999911e+00,-5.249999999999999112e-01,1.956559480312316079e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.500000000000000000e+00,4.549999999999999822e+00,-1.049999999999999822e+00,1.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.250000000000000000e+00,6.824999999999999289e+00,-1.574999999999999734e+00,1.336584577695453468e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.000000000000000000e+00,9.099999999999999645e+00,-2.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.020725942163689837e+00
-1.750000000000000000e+00,2.274999999999999911e+00,-5.249999999999999112e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.956559480312316079e+00
-3.500000000000000000e+00,4.549999999999999822e+00,-1.049999999999999822e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.750000000000000000e+00
-5.250000000000000000e+00,6.824999999999999289e+00,-1.574999999999999734e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.336584577695453468e+00
-7.000000000000000000e+00,9.099999999999999645e+00,-2.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.020725942163689837e+00,0.000000000000000000e+00
-1.750000000000000000e+00,2.274999999999999911e+00,-5.249999999999999112e-01,0.000000000000000000e+00,1.956559480312316079e+00,0.000000000000000000e+00
-3.500000000000000000e+00,4.549999999999999822e+00,-1.049999999999999822e+00,0.000000000000000000e+00,1.750000000000000000e+00,0.000000000000000000e+00
-5.250000000000000000e+00,6.824999999999999289e+00,-1.574999999999999734e+00,0.000000000000000000e+00,1.336584577695453468e+00,0.000000000000000000e+00
-7.000000000000000000e+00,9.099999999999999645e+00,-2.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.020725942163689837e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.999999999999999556e-01,-5.249999999999999112e-01,1.224999999999999867e+00,1.956559480312316079e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.399999999999999911e+00,-1.049999999999999822e+00,2.449999999999999734e+00,1.750000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.099999999999999645e+00,-1.574999999999999734e+00,3.674999999999999822e+00,1.336584577695453468e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.799999999999999822e+00,-2.099999999999999645e+00,4.899999999999999467e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.020725942163689837e+00
