          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.47072E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00   -0.91741E+02 -0.17856E+03  0.27030E+03 -0.68712E+02  0.41908E+02  0.10344E+03      298.00
  0.43067E-03  0.48021E+03   -0.25000E-03 -0.25000E-03  0.50000E-03  0.00000E+00  0.00000E+00  0.00000E+00   -0.94401E+02 -0.18178E+03  0.27618E+03 -0.71126E+02  0.43214E+02  0.10404E+03      298.00
  0.86202E-03  0.48913E+03   -0.50000E-03 -0.50000E-03  0.10000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.97095E+02 -0.18463E+03  0.28173E+03 -0.73089E+02  0.44662E+02  0.10474E+03      298.00
  0.12940E-02  0.49829E+03   -0.75000E-03 -0.75000E-03  0.15000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.99569E+02 -0.18770E+03  0.28727E+03 -0.75176E+02  0.45991E+02  0.10565E+03      298.00
  0.17264E-02  0.50732E+03   -0.10000E-02 -0.10000E-02  0.20000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.10168E+03 -0.19099E+03  0.29267E+03 -0.77395E+02  0.46957E+02  0.10659E+03      298.00
  0.21590E-02  0.51615E+03   -0.12500E-02 -0.12500E-02  0.25000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.10387E+03 -0.19404E+03  0.29791E+03 -0.79342E+02  0.48138E+02  0.10768E+03      298.00
  0.25919E-02  0.52484E+03   -0.15000E-02 -0.15000E-02  0.30000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.10596E+03 -0.19706E+03  0.30302E+03 -0.81214E+02  0.49284E+02  0.10886E+03      298.00
  0.30250E-02  0.53337E+03   -0.17500E-02 -0.17500E-02  0.35000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.10796E+03 -0.20005E+03  0.30801E+03 -0.83020E+02  0.50396E+02  0.11009E+03      298.00
  0.34581E-02  0.54176E+03   -0.20000E-02 -0.20000E-02  0.40000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.10988E+03 -0.20301E+03  0.31288E+03 -0.84770E+02  0.51476E+02  0.11138E+03      298.00
  0.38912E-02  0.55000E+03   -0.22500E-02 -0.22500E-02  0.45000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.11172E+03 -0.20593E+03  0.31764E+03 -0.86468E+02  0.52527E+02  0.11272E+03      298.00
  0.43244E-02  0.55811E+03   -0.25000E-02 -0.25000E-02  0.50000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.11348E+03 -0.20882E+03  0.32230E+03 -0.88120E+02  0.53551E+02  0.11408E+03      298.00
  0.47575E-02  0.56608E+03   -0.27500E-02 -0.27500E-02  0.55000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.11519E+03 -0.21167E+03  0.32685E+03 -0.89731E+02  0.54552E+02  0.11547E+03      298.00
  0.51905E-02  0.57392E+03   -0.30000E-02 -0.30000E-02  0.60000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.11683E+03 -0.21448E+03  0.33131E+03 -0.91305E+02  0.55531E+02  0.11689E+03      298.00
  0.56235E-02  0.58163E+03   -0.32500E-02 -0.32500E-02  0.65000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.11842E+03 -0.21726E+03  0.33568E+03 -0.92845E+02  0.56490E+02  0.11831E+03      298.00
  0.60564E-02  0.58921E+03   -0.35000E-02 -0.35000E-02  0.70000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.11996E+03 -0.22000E+03  0.33996E+03 -0.94355E+02  0.57432E+02  0.11974E+03      298.00
  0.64891E-02  0.59667E+03   -0.37500E-02 -0.37500E-02  0.75000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.12145E+03 -0.22271E+03  0.34416E+03 -0.95837E+02  0.58357E+02  0.12118E+03      298.00
  0.69217E-02  0.60401E+03   -0.40000E-02 -0.40000E-02  0.80000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.12290E+03 -0.22537E+03  0.34827E+03 -0.97294E+02  0.59268E+02  0.12262E+03      298.00
  0.73541E-02  0.61124E+03   -0.42500E-02 -0.42500E-02  0.85000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.12431E+03 -0.22800E+03  0.35231E+03 -0.98727E+02  0.60165E+02  0.12406E+03      298.00
  0.77864E-02  0.61835E+03   -0.45000E-02 -0.45000E-02  0.90000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.12569E+03 -0.23059E+03  0.35627E+03 -0.10014E+03  0.61050E+02  0.12549E+03      298.00
  0.82186E-02  0.62512E+03   -0.47500E-02 -0.47500E-02  0.95000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.12697E+03 -0.23309E+03  0.36007E+03 -0.10149E+03  0.61832E+02  0.12682E+03      298.00
  0.86506E-02  0.63224E+03   -0.50000E-02 -0.50000E-02  0.10000E-01  0.00000E+00  0.00000E+00  0.00000E+00   -0.12833E+03 -0.23565E+03  0.36398E+03 -0.10291E+03  0.62777E+02  0.12833E+03      298.00
  0.90823E-02  0.63879E+03   -0.52500E-02 -0.52500E-02  0.10500E-01  0.00000E+00  0.00000E+00  0.00000E+00   -0.12955E+03 -0.23809E+03  0.36764E+03 -0.10422E+03  0.63539E+02  0.12964E+03      298.00
  0.95140E-02  0.64569E+03   -0.55000E-02 -0.55000E-02  0.11000E-01  0.00000E+00  0.00000E+00  0.00000E+00   -0.13083E+03 -0.24058E+03  0.37142E+03 -0.10562E+03  0.64445E+02  0.13111E+03      298.00
  0.99454E-02  0.65226E+03   -0.57500E-02 -0.57500E-02  0.11500E-01  0.00000E+00  0.00000E+00  0.00000E+00   -0.13206E+03 -0.24298E+03  0.37503E+03 -0.10695E+03  0.65284E+02  0.13249E+03      298.00
  0.10377E-01  0.65852E+03   -0.60000E-02 -0.60000E-02  0.12000E-01  0.00000E+00  0.00000E+00  0.00000E+00   -0.13319E+03 -0.24531E+03  0.37850E+03 -0.10822E+03  0.66010E+02  0.13376E+03      298.00
  0.10808E-01  0.66510E+03   -0.62500E-02 -0.62500E-02  0.12500E-01  0.00000E+00  0.00000E+00  0.00000E+00   -0.13438E+03 -0.24770E+03  0.38208E+03 -0.10959E+03  0.66874E+02  0.13517E+03      298.00
  0.11239E-01  0.67138E+03   -0.65000E-02 -0.65000E-02  0.13000E-01  0.00000E+00  0.00000E+00  0.00000E+00   -0.13553E+03 -0.24998E+03  0.38551E+03 -0.11087E+03  0.67691E+02  0.13650E+03      298.00
  0.11669E-01  0.67755E+03   -0.67500E-02 -0.67500E-02  0.13500E-01  0.00000E+00  0.00000E+00  0.00000E+00   -0.13666E+03 -0.25223E+03  0.38889E+03 -0.11214E+03  0.68500E+02  0.13781E+03      298.00
  0.12100E-01  0.68363E+03   -0.70000E-02 -0.70000E-02  0.14000E-01  0.00000E+00  0.00000E+00  0.00000E+00   -0.13776E+03 -0.25444E+03  0.39220E+03 -0.11340E+03  0.69302E+02  0.13911E+03      298.00
