          S1          S2          D1          D2
 -0.9816E+02 -0.2212E+03  0.3429E-08 -0.4521E-02
 -0.1012E+03 -0.2209E+03 -0.7386E-03 -0.4189E-02
 -0.1374E+03 -0.2123E+03 -0.1388E-02 -0.3813E-02
 -0.1390E+03 -0.2115E+03 -0.1979E-02 -0.3427E-02
 -0.1401E+03 -0.2108E+03 -0.2556E-02 -0.3046E-02
 -0.1410E+03 -0.2099E+03 -0.3153E-02 -0.2646E-02
 -0.1418E+03 -0.2087E+03 -0.3812E-02 -0.2201E-02
 -0.1426E+03 -0.2069E+03 -0.4588E-02 -0.1670E-02
 -0.1434E+03 -0.2039E+03 -0.5574E-02 -0.9829E-03
 -0.1440E+03 -0.1966E+03 -0.6946E-02 -0.2240E-07
 -0.1403E+03 -0.1640E+03 -0.8974E-02  0.1582E-02
 -0.1055E+03 -0.2324E+02 -0.1031E-01  0.3752E-02
 -0.4365E+02  0.9527E+02 -0.1014E-01  0.5852E-02
  0.4622E+01  0.1716E+03 -0.7175E-02  0.6020E-02
  0.1608E+02  0.1833E+03 -0.4943E-02  0.5890E-02
  0.2563E+02  0.1899E+03 -0.3296E-02  0.5710E-02
  0.8951E+02  0.2193E+03 -0.1949E-02  0.5356E-02
  0.9518E+02  0.2209E+03 -0.8639E-03  0.4899E-02
  0.9816E+02  0.2212E+03 -0.8967E-08  0.4521E-02
  0.1012E+03  0.2209E+03  0.7386E-03  0.4189E-02
  0.1374E+03  0.2123E+03  0.1388E-02  0.3813E-02
  0.1390E+03  0.2115E+03  0.1979E-02  0.3427E-02
  0.1401E+03  0.2108E+03  0.2556E-02  0.3046E-02
  0.1410E+03  0.2099E+03  0.3153E-02  0.2646E-02
  0.1418E+03  0.2087E+03  0.3812E-02  0.2201E-02
  0.1426E+03  0.2069E+03  0.4588E-02  0.1670E-02
  0.1434E+03  0.2039E+03  0.5574E-02  0.9829E-03
  0.1440E+03  0.1966E+03  0.6946E-02  0.2240E-07
  0.1403E+03  0.1640E+03  0.8974E-02 -0.1582E-02
  0.7035E+02 -0.1102E+03  0.9054E-02 -0.3295E-02
  0.5960E+02 -0.1340E+03  0.7300E-02 -0.4215E-02
  0.5152E+02 -0.1457E+03  0.5754E-02 -0.4829E-02
  0.4314E+02 -0.1541E+03  0.4410E-02 -0.5256E-02
  0.2872E+02 -0.1639E+03  0.3199E-02 -0.5540E-02
 -0.8951E+02 -0.2193E+03  0.1949E-02 -0.5356E-02
 -0.9518E+02 -0.2209E+03  0.8639E-03 -0.4899E-02
 -0.9816E+02 -0.2212E+03  0.3429E-08 -0.4521E-02
          S1          S2          D1          D2
 -0.1381E+03 -0.3396E+03  0.4123E-07 -0.2945E-02
 -0.1445E+03 -0.3389E+03 -0.4839E-03 -0.2744E-02
 -0.2203E+03 -0.3224E+03 -0.9041E-03 -0.2484E-02
 -0.2231E+03 -0.3211E+03 -0.1283E-02 -0.2223E-02
 -0.2249E+03 -0.3199E+03 -0.1650E-02 -0.1966E-02
 -0.2264E+03 -0.3184E+03 -0.2026E-02 -0.1700E-02
 -0.2277E+03 -0.3165E+03 -0.2437E-02 -0.1407E-02
 -0.2290E+03 -0.3137E+03 -0.2914E-02 -0.1061E-02
 -0.2302E+03 -0.3090E+03 -0.3513E-02 -0.6194E-03
 -0.2310E+03 -0.2983E+03 -0.4330E-02 -0.1623E-07
 -0.2245E+03 -0.2434E+03 -0.5506E-02  0.9708E-03
 -0.1993E+03 -0.1399E+03 -0.6740E-02  0.2453E-02
 -0.6823E+02  0.1066E+03 -0.7705E-02  0.4447E-02
  0.4388E+02  0.2879E+03 -0.5059E-02  0.4245E-02
  0.6533E+02  0.3100E+03 -0.3288E-02  0.3919E-02
  0.7529E+02  0.3171E+03 -0.2110E-02  0.3655E-02
  0.1187E+03  0.3350E+03 -0.1247E-02  0.3427E-02
  0.1325E+03  0.3390E+03 -0.5586E-03  0.3168E-02
  0.1381E+03  0.3396E+03 -0.8054E-08  0.2945E-02
  0.1445E+03  0.3389E+03  0.4839E-03  0.2744E-02
  0.2203E+03  0.3224E+03  0.9041E-03  0.2484E-02
  0.2231E+03  0.3211E+03  0.1283E-02  0.2223E-02
  0.2249E+03  0.3199E+03  0.1650E-02  0.1966E-02
  0.2264E+03  0.3184E+03  0.2026E-02  0.1700E-02
  0.2277E+03  0.3165E+03  0.2437E-02  0.1407E-02
  0.2290E+03  0.3137E+03  0.2914E-02  0.1061E-02
  0.2302E+03  0.3090E+03  0.3513E-02  0.6194E-03
  0.2310E+03  0.2983E+03  0.4330E-02  0.1623E-07
  0.2245E+03  0.2434E+03  0.5506E-02 -0.9708E-03
  0.1183E+03 -0.1739E+03  0.5507E-02 -0.2004E-02
  0.9839E+02 -0.2178E+03  0.4462E-02 -0.2576E-02
  0.8373E+02 -0.2391E+03  0.3517E-02 -0.2951E-02
  0.7102E+02 -0.2519E+03  0.2694E-02 -0.3211E-02
  0.5429E+02 -0.2634E+03  0.1959E-02 -0.3393E-02
 -0.1187E+03 -0.3350E+03  0.1247E-02 -0.3427E-02
 -0.1325E+03 -0.3391E+03  0.5586E-03 -0.3168E-02
 -0.1381E+03 -0.3396E+03  0.4123E-07 -0.2945E-02
          S1          S2          D1          D2
 -0.1588E+03 -0.3908E+03 -0.9739E-10 -0.2559E-02
 -0.1683E+03 -0.3898E+03 -0.4204E-03 -0.2384E-02
 -0.2531E+03 -0.3727E+03 -0.7829E-03 -0.2151E-02
 -0.2563E+03 -0.3713E+03 -0.1112E-02 -0.1926E-02
 -0.2584E+03 -0.3698E+03 -0.1430E-02 -0.1705E-02
 -0.2601E+03 -0.3681E+03 -0.1758E-02 -0.1475E-02
 -0.2616E+03 -0.3660E+03 -0.2115E-02 -0.1221E-02
 -0.2630E+03 -0.3628E+03 -0.2531E-02 -0.9212E-03
 -0.2644E+03 -0.3575E+03 -0.3054E-02 -0.5385E-03
 -0.2653E+03 -0.3456E+03 -0.3769E-02 -0.1083E-07
 -0.2583E+03 -0.2863E+03 -0.4812E-02  0.8484E-03
 -0.2338E+03 -0.1847E+03 -0.6002E-02  0.2185E-02
 -0.7565E+02  0.1117E+03 -0.7138E-02  0.4117E-02
  0.6621E+02  0.3412E+03 -0.4544E-02  0.3812E-02
  0.9000E+02  0.3661E+03 -0.2887E-02  0.3441E-02
  0.9920E+02  0.3726E+03 -0.1831E-02  0.3171E-02
  0.1106E+03  0.3778E+03 -0.1078E-02  0.2963E-02
  0.1512E+03  0.3901E+03 -0.4852E-03  0.2752E-02
  0.1587E+03  0.3908E+03 -0.4158E-08  0.2559E-02
  0.1684E+03  0.3898E+03  0.4204E-03  0.2384E-02
  0.2532E+03  0.3728E+03  0.7828E-03  0.2151E-02
  0.2563E+03  0.3714E+03  0.1112E-02  0.1925E-02
  0.2584E+03  0.3699E+03  0.1430E-02  0.1704E-02
  0.2601E+03  0.3682E+03  0.1757E-02  0.1475E-02
  0.2616E+03  0.3660E+03  0.2114E-02  0.1221E-02
  0.2631E+03  0.3629E+03  0.2531E-02  0.9211E-03
  0.2644E+03  0.3576E+03  0.3054E-02  0.5384E-03
  0.2653E+03  0.3457E+03  0.3769E-02  0.1079E-07
  0.2583E+03  0.2863E+03  0.4812E-02 -0.8484E-03
  0.1321E+03 -0.2162E+03  0.4745E-02 -0.1727E-02
  0.1094E+03 -0.2663E+03  0.3800E-02 -0.2194E-02
  0.9313E+02 -0.2899E+03  0.2973E-02 -0.2494E-02
  0.7910E+02 -0.3040E+03  0.2265E-02 -0.2700E-02
  0.6244E+02 -0.3156E+03  0.1642E-02 -0.2844E-02
  0.1774E+02 -0.3351E+03  0.1066E-02 -0.2928E-02
 -0.1512E+03 -0.3901E+03  0.4852E-03 -0.2752E-02
 -0.1588E+03 -0.3908E+03 -0.9739E-10 -0.2559E-02
          S1          S2          D1          D2
 -0.1621E+03 -0.4106E+03 -0.1039E-09 -0.2436E-02
 -0.2148E+03 -0.4023E+03 -0.4006E-03 -0.2272E-02
 -0.2684E+03 -0.3918E+03 -0.7436E-03 -0.2043E-02
 -0.2719E+03 -0.3902E+03 -0.1055E-02 -0.1828E-02
 -0.2741E+03 -0.3886E+03 -0.1356E-02 -0.1616E-02
 -0.2760E+03 -0.3868E+03 -0.1665E-02 -0.1397E-02
 -0.2776E+03 -0.3844E+03 -0.2002E-02 -0.1156E-02
 -0.2792E+03 -0.3811E+03 -0.2393E-02 -0.8710E-03
 -0.2806E+03 -0.3755E+03 -0.2883E-02 -0.5084E-03
 -0.2815E+03 -0.3634E+03 -0.3552E-02 -0.8822E-08
 -0.2744E+03 -0.3033E+03 -0.4527E-02  0.7982E-03
 -0.2504E+03 -0.2026E+03 -0.5661E-02  0.2060E-02
 -0.7937E+02  0.1163E+03 -0.6828E-02  0.3938E-02
  0.7588E+02  0.3675E+03 -0.4300E-02  0.3608E-02
  0.9754E+02  0.3904E+03 -0.2720E-02  0.3241E-02
  0.1058E+03  0.3963E+03 -0.1723E-02  0.2984E-02
  0.1139E+03  0.4000E+03 -0.1015E-02  0.2789E-02
  0.1514E+03  0.4095E+03 -0.4606E-03  0.2612E-02
  0.1621E+03  0.4106E+03 -0.2085E-08  0.2436E-02
  0.2282E+03  0.4000E+03  0.4005E-03  0.2272E-02
  0.2686E+03  0.3920E+03  0.7431E-03  0.2042E-02
  0.2719E+03  0.3905E+03  0.1055E-02  0.1826E-02
  0.2742E+03  0.3889E+03  0.1356E-02  0.1616E-02
  0.2760E+03  0.3871E+03  0.1664E-02  0.1397E-02
  0.2777E+03  0.3847E+03  0.2001E-02  0.1155E-02
  0.2792E+03  0.3814E+03  0.2392E-02  0.8707E-03
  0.2807E+03  0.3758E+03  0.2882E-02  0.5083E-03
  0.2816E+03  0.3637E+03  0.3552E-02  0.8672E-08
  0.2744E+03  0.3033E+03  0.4527E-02 -0.7982E-03
  0.1395E+03 -0.2385E+03  0.4418E-02 -0.1608E-02
  0.1142E+03 -0.2945E+03  0.3518E-02 -0.2031E-02
  0.9657E+02 -0.3202E+03  0.2738E-02 -0.2298E-02
