          S1          S2          D1          D2
 -0.1165E+02 -0.1365E+03  0.2670E-09 -0.7327E-02
 -0.8733E+02 -0.1294E+03 -0.1218E-02 -0.6907E-02
 -0.1717E+03 -0.1065E+03 -0.2153E-02 -0.5916E-02
 -0.2429E+03 -0.7556E+02 -0.2675E-02 -0.4634E-02
 -0.2572E+03 -0.6581E+02 -0.2980E-02 -0.3551E-02
 -0.2650E+03 -0.5806E+02 -0.3188E-02 -0.2675E-02
 -0.2712E+03 -0.4912E+02 -0.3338E-02 -0.1927E-02
 -0.2765E+03 -0.3772E+02 -0.3446E-02 -0.1254E-02
 -0.2798E+03 -0.2552E+02 -0.3518E-02 -0.6203E-03
 -0.2813E+03  0.7277E+01 -0.3555E-02  0.1278E-07
 -0.2799E+03  0.2364E+02 -0.3520E-02  0.6206E-03
 -0.2770E+03  0.3482E+02 -0.3452E-02  0.1256E-02
 -0.2729E+03  0.4356E+02 -0.3355E-02  0.1937E-02
 -0.2664E+03  0.5290E+02 -0.3218E-02  0.2700E-02
 -0.2567E+03  0.6248E+02 -0.3019E-02  0.3598E-02
 -0.2395E+03  0.7429E+02 -0.2716E-02  0.4704E-02
 -0.1827E+03  0.9962E+02 -0.2191E-02  0.6020E-02
 -0.7761E+02  0.1280E+03 -0.1245E-02  0.7058E-02
  0.1164E+02  0.1365E+03 -0.1856E-06  0.7327E-02
  0.8733E+02  0.1294E+03  0.1218E-02  0.6907E-02
  0.1717E+03  0.1065E+03  0.2153E-02  0.5916E-02
  0.2429E+03  0.7556E+02  0.2675E-02  0.4634E-02
  0.2572E+03  0.6581E+02  0.2980E-02  0.3551E-02
  0.2650E+03  0.5806E+02  0.3188E-02  0.2675E-02
  0.2712E+03  0.4912E+02  0.3338E-02  0.1927E-02
  0.2765E+03  0.3772E+02  0.3446E-02  0.1254E-02
  0.2798E+03  0.2552E+02  0.3518E-02  0.6203E-03
  0.2813E+03 -0.7277E+01  0.3555E-02 -0.1278E-07
  0.2799E+03 -0.2364E+02  0.3520E-02 -0.6206E-03
  0.2770E+03 -0.3482E+02  0.3452E-02 -0.1256E-02
  0.2729E+03 -0.4356E+02  0.3355E-02 -0.1937E-02
  0.2664E+03 -0.5290E+02  0.3218E-02 -0.2700E-02
  0.2567E+03 -0.6248E+02  0.3019E-02 -0.3598E-02
  0.2395E+03 -0.7429E+02  0.2716E-02 -0.4704E-02
  0.1827E+03 -0.9962E+02  0.2191E-02 -0.6020E-02
  0.7761E+02 -0.1280E+03  0.1245E-02 -0.7058E-02
 -0.1165E+02 -0.1365E+03  0.2670E-09 -0.7327E-02
          S1          S2          D1          D2
 -0.1920E+02 -0.2362E+03  0.3022E-11 -0.4234E-02
 -0.1225E+03 -0.2267E+03 -0.7100E-03 -0.4027E-02
 -0.2601E+03 -0.1884E+03 -0.1286E-02 -0.3533E-02
 -0.3842E+03 -0.1339E+03 -0.1623E-02 -0.2811E-02
 -0.4093E+03 -0.1168E+03 -0.1823E-02 -0.2173E-02
 -0.4221E+03 -0.1040E+03 -0.1963E-02 -0.1647E-02
 -0.4317E+03 -0.9035E+02 -0.2067E-02 -0.1193E-02
 -0.4401E+03 -0.7221E+02 -0.2144E-02 -0.7805E-03
 -0.4455E+03 -0.5188E+02 -0.2199E-02 -0.3878E-03
 -0.4485E+03  0.1710E+02 -0.2230E-02  0.9538E-07
