          Evm          Svm            E11          E22          E33          E23          E13          E12         SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP
  0.00000E+00  0.30250E+03    0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00   -0.18214E+03  0.64126E+02  0.11802E+03  0.12334E+02  0.24320E+02 -0.64430E+02      298.00
  0.29260E-03  0.30601E+03   -0.25000E-03 -0.25000E-03  0.50000E-03  0.00000E+00  0.00000E+00  0.00000E+00   -0.18407E+03  0.63511E+02  0.12056E+03  0.12897E+02  0.24486E+02 -0.64990E+02      298.00
  0.58808E-03  0.30941E+03   -0.50000E-03 -0.50000E-03  0.10000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.18595E+03  0.63020E+02  0.12293E+03  0.13307E+02  0.24748E+02 -0.65512E+02      298.00
  0.88605E-03  0.31281E+03   -0.75000E-03 -0.75000E-03  0.15000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.18784E+03  0.62637E+02  0.12520E+03  0.13708E+02  0.24968E+02 -0.66061E+02      298.00
  0.11862E-02  0.31620E+03   -0.10000E-02 -0.10000E-02  0.20000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.18973E+03  0.62354E+02  0.12738E+03  0.14072E+02  0.25184E+02 -0.66628E+02      298.00
  0.14884E-02  0.31958E+03   -0.12500E-02 -0.12500E-02  0.25000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.19163E+03  0.62162E+02  0.12947E+03  0.14408E+02  0.25398E+02 -0.67211E+02      298.00
  0.17922E-02  0.32295E+03   -0.15000E-02 -0.15000E-02  0.30000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.19353E+03  0.62052E+02  0.13148E+03  0.14719E+02  0.25613E+02 -0.67809E+02      298.00
  0.20975E-02  0.32631E+03   -0.17500E-02 -0.17500E-02  0.35000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.19543E+03  0.62017E+02  0.13341E+03  0.15009E+02  0.25829E+02 -0.68421E+02      298.00
  0.24042E-02  0.32966E+03   -0.20000E-02 -0.20000E-02  0.40000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.19733E+03  0.62051E+02  0.13528E+03  0.15279E+02  0.26047E+02 -0.69043E+02      298.00
  0.27120E-02  0.33299E+03   -0.22500E-02 -0.22500E-02  0.45000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.19924E+03  0.62147E+02  0.13709E+03  0.15534E+02  0.26266E+02 -0.69674E+02      298.00
  0.30207E-02  0.33631E+03   -0.25000E-02 -0.25000E-02  0.50000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.20114E+03  0.62299E+02  0.13884E+03  0.15773E+02  0.26486E+02 -0.70314E+02      298.00
  0.33304E-02  0.33985E+03   -0.27500E-02 -0.27500E-02  0.55000E-02  0.00000E+00  0.00000E+00  0.00000E+00   -0.20321E+03  0.62579E+02  0.14063E+03  0.16032E+02  0.26654E+02 -0.70981E+02      298.00
