
*******   STEP   1      *** NEFF=10 CALCULATION                
    1   0.392E-05   0.131E-03   0.173E-04

*******   STEP   2      *** NEFF=10 CALCULATION                
    1   0.927E-02   0.148E+01   0.672E-01
    2   0.100E-01   0.140E+01   0.497E-01
    3   0.102E-01   0.135E+01   0.394E-01
    4   0.954E-02   0.140E+01   0.326E-01
    5   0.780E-02   0.153E+01   0.280E-01
    6   0.670E-02   0.156E+01   0.241E-01
    7   0.640E-02   0.148E+01   0.207E-01
    8   0.636E-02   0.131E+01   0.175E-01
    9   0.627E-02   0.110E+01   0.145E-01
   10   0.593E-02   0.874E+00   0.119E-01
   11   0.531E-02   0.675E+00   0.955E-02
   12   0.452E-02   0.513E+00   0.761E-02
   13   0.371E-02   0.388E+00   0.601E-02
   14   0.297E-02   0.294E+00   0.471E-02
   15   0.234E-02   0.223E+00   0.368E-02
   16   0.183E-02   0.170E+00   0.287E-02
   17   0.143E-02   0.130E+00   0.223E-02
   18   0.141E-02   0.993E-01   0.159E-02
   19   0.109E-02   0.698E-01   0.109E-02
   20   0.776E-03   0.474E-01   0.739E-03
   21   0.532E-03   0.318E-01   0.495E-03
   22   0.359E-03   0.212E-01   0.331E-03
   23   0.240E-03   0.141E-01   0.220E-03
   24   0.159E-03   0.931E-02   0.146E-03
   25   0.106E-03   0.617E-02   0.973E-04
   26   0.700E-04   0.408E-02   0.646E-04
   27   0.464E-04   0.271E-02   0.426E-04
   28   0.307E-04   0.179E-02   0.311E-04
   29   0.204E-04   0.119E-02   0.212E-04
   30   0.135E-04   0.787E-03   0.122E-04

*******   STEP   3      *** NEFF=10 CALCULATION                
    1   0.982E-02   0.163E+01   0.563E-01
    2   0.101E-01   0.117E+01   0.386E-01
    3   0.856E-02   0.869E+00   0.282E-01
    4   0.704E-02   0.647E+00   0.210E-01
    5   0.561E-02   0.478E+00   0.156E-01
    6   0.434E-02   0.352E+00   0.115E-01
    7   0.329E-02   0.258E+00   0.852E-02
    8   0.246E-02   0.189E+00   0.628E-02
    9   0.183E-02   0.138E+00   0.462E-02
   10   0.135E-02   0.101E+00   0.340E-02
   11   0.992E-03   0.741E-01   0.249E-02
   12   0.729E-03   0.543E-01   0.183E-02
   13   0.535E-03   0.397E-01   0.134E-02
   14   0.528E-03   0.290E-01   0.861E-03
   15   0.386E-03   0.185E-01   0.509E-03
   16   0.247E-03   0.109E-01   0.284E-03
   17   0.145E-03   0.605E-02   0.151E-03
   18   0.808E-04   0.321E-02   0.765E-04
   19   0.428E-04   0.163E-02   0.373E-04
   20   0.218E-04   0.791E-03   0.172E-04

*******   STEP   4      *** NEFF=10 CALCULATION                
    1   0.106E-01   0.110E+01   0.484E-01
    2   0.916E-02   0.801E+00   0.324E-01
    3   0.738E-02   0.584E+00   0.231E-01
    4   0.570E-02   0.422E+00   0.165E-01
    5   0.426E-02   0.303E+00   0.118E-01
    6   0.311E-02   0.217E+00   0.841E-02
    7   0.224E-02   0.155E+00   0.599E-02
    8   0.161E-02   0.110E+00   0.426E-02
    9   0.115E-02   0.785E-01   0.303E-02
   10   0.818E-03   0.559E-01   0.216E-02
   11   0.582E-03   0.397E-01   0.153E-02
   12   0.414E-03   0.282E-01   0.109E-02
   13   0.408E-03   0.200E-01   0.653E-03
   14   0.289E-03   0.119E-01   0.345E-03
   15   0.172E-03   0.627E-02   0.160E-03
   16   0.906E-04   0.290E-02   0.632E-04
   17   0.419E-04   0.114E-02   0.186E-04
   18   0.165E-04   0.325E-03   0.342E-05

*******   STEP   5      *** NEFF=10 CALCULATION                
    1   0.115E-01   0.986E+00   0.459E-01
    2   0.102E-01   0.782E+00   0.303E-01
    3   0.826E-02   0.594E+00   0.212E-01
    4   0.631E-02   0.441E+00   0.150E-01
    5   0.469E-02   0.325E+00   0.107E-01
    6   0.343E-02   0.238E+00   0.764E-02
    7   0.250E-02   0.174E+00   0.549E-02
