          S1          S2          D1          D2
 -0.7812E+02 -0.2019E+03  0.2492E-07 -0.4952E-02
 -0.1057E+03 -0.1991E+03 -0.8099E-03 -0.4593E-02
 -0.1176E+03 -0.1961E+03 -0.1524E-02 -0.4187E-02
 -0.1243E+03 -0.1930E+03 -0.2181E-02 -0.3778E-02
 -0.1306E+03 -0.1885E+03 -0.2815E-02 -0.3355E-02
 -0.1538E+03 -0.1652E+03 -0.3419E-02 -0.2869E-02
 -0.1598E+03 -0.1568E+03 -0.3995E-02 -0.2306E-02
 -0.1639E+03 -0.1480E+03 -0.4593E-02 -0.1672E-02
 -0.1691E+03 -0.1262E+03 -0.5225E-02 -0.9212E-03
 -0.1726E+03 -0.9390E+02 -0.5794E-02 -0.5922E-07
 -0.1710E+03 -0.7565E+02 -0.6342E-02  0.1118E-02
 -0.1650E+03 -0.5417E+02 -0.6881E-02  0.2504E-02
 -0.1350E+03  0.1322E+02 -0.7013E-02  0.4049E-02
 -0.8369E+02  0.8553E+02 -0.6433E-02  0.5398E-02
 -0.6358E+01  0.1639E+03 -0.4958E-02  0.5908E-02
  0.2318E+02  0.1852E+03 -0.3361E-02  0.5821E-02
  0.4589E+02  0.1958E+03 -0.2032E-02  0.5582E-02
  0.6345E+02  0.2006E+03 -0.9307E-03  0.5278E-02
  0.7811E+02  0.2019E+03 -0.6672E-07  0.4952E-02
  0.1057E+03  0.1991E+03  0.8099E-03  0.4593E-02
  0.1176E+03  0.1961E+03  0.1524E-02  0.4187E-02
  0.1243E+03  0.1930E+03  0.2181E-02  0.3778E-02
  0.1306E+03  0.1885E+03  0.2815E-02  0.3355E-02
  0.1538E+03  0.1652E+03  0.3419E-02  0.2869E-02
  0.1598E+03  0.1568E+03  0.3995E-02  0.2306E-02
  0.1639E+03  0.1480E+03  0.4593E-02  0.1672E-02
  0.1691E+03  0.1262E+03  0.5225E-02  0.9212E-03
  0.1726E+03  0.9390E+02  0.5794E-02  0.5922E-07
  0.1710E+03  0.7565E+02  0.6342E-02 -0.1118E-02
  0.1650E+03  0.5417E+02  0.6881E-02 -0.2504E-02
  0.1350E+03 -0.1322E+02  0.7013E-02 -0.4049E-02
  0.8369E+02 -0.8553E+02  0.6433E-02 -0.5398E-02
  0.6358E+01 -0.1639E+03  0.4958E-02 -0.5908E-02
 -0.2318E+02 -0.1852E+03  0.3361E-02 -0.5821E-02
 -0.4589E+02 -0.1958E+03  0.2032E-02 -0.5582E-02
 -0.6345E+02 -0.2006E+03  0.9307E-03 -0.5278E-02
 -0.7812E+02 -0.2019E+03  0.2492E-07 -0.4952E-02
          S1          S2          D1          D2
 -0.1226E+03 -0.3487E+03  0.2367E-08 -0.2868E-02
 -0.1640E+03 -0.3438E+03 -0.4730E-03 -0.2683E-02
 -0.1899E+03 -0.3376E+03 -0.8950E-03 -0.2459E-02
 -0.2004E+03 -0.3327E+03 -0.1288E-02 -0.2230E-02
 -0.2098E+03 -0.3261E+03 -0.1671E-02 -0.1992E-02
 -0.2583E+03 -0.2796E+03 -0.2029E-02 -0.1702E-02
 -0.2653E+03 -0.2695E+03 -0.2376E-02 -0.1372E-02
 -0.2727E+03 -0.2533E+03 -0.2740E-02 -0.9974E-03
 -0.2818E+03 -0.2178E+03 -0.3123E-02 -0.5507E-03
 -0.2877E+03 -0.1580E+03 -0.3476E-02 -0.4164E-07
 -0.2852E+03 -0.1280E+03 -0.3808E-02  0.6714E-03
 -0.2755E+03 -0.9330E+02 -0.4141E-02  0.1507E-02
 -0.2225E+03  0.2597E+02 -0.4211E-02  0.2431E-02
 -0.1331E+03  0.1508E+03 -0.3852E-02  0.3232E-02
  0.1428E+02  0.2999E+03 -0.2914E-02  0.3473E-02
  0.5346E+02  0.3281E+03 -0.1942E-02  0.3364E-02
  0.8046E+02  0.3409E+03 -0.1168E-02  0.3210E-02
  0.1029E+03  0.3470E+03 -0.5363E-03  0.3041E-02
  0.1225E+03  0.3487E+03 -0.3479E-07  0.2868E-02
