          S1          S2          D1          D2
  0.2420E+02 -0.2460E+03  0.9253E-07 -0.4066E-02
 -0.7767E+01 -0.2431E+03 -0.7211E-03 -0.4090E-02
 -0.4490E+02 -0.2331E+03 -0.1459E-02 -0.4009E-02
 -0.9700E+02 -0.2080E+03 -0.2187E-02 -0.3787E-02
 -0.1504E+03 -0.1711E+03 -0.2823E-02 -0.3364E-02
 -0.1840E+03 -0.1376E+03 -0.3339E-02 -0.2802E-02
 -0.2066E+03 -0.1055E+03 -0.3738E-02 -0.2159E-02
 -0.2241E+03 -0.6759E+02 -0.4021E-02 -0.1464E-02
 -0.2379E+03 -0.1464E+02 -0.4158E-02 -0.7332E-03
 -0.2422E+03  0.3643E+02 -0.4129E-02 -0.8519E-07
 -0.2377E+03  0.8500E+02 -0.3957E-02  0.6977E-03
 -0.2297E+03  0.1153E+03 -0.3681E-02  0.1340E-02
 -0.2184E+03  0.1396E+03 -0.3345E-02  0.1931E-02
 -0.2026E+03  0.1621E+03 -0.2953E-02  0.2478E-02
 -0.1811E+03  0.1835E+03 -0.2501E-02  0.2981E-02
 -0.1339E+03  0.2157E+03 -0.1971E-02  0.3414E-02
 -0.9954E+02  0.2314E+03 -0.1360E-02  0.3736E-02
 -0.5793E+02  0.2429E+03 -0.6966E-03  0.3950E-02
 -0.2421E+02  0.2460E+03 -0.1223E-06  0.4066E-02
  0.7767E+01  0.2431E+03  0.7211E-03  0.4090E-02
  0.4490E+02  0.2331E+03  0.1459E-02  0.4009E-02
  0.9700E+02  0.2080E+03  0.2187E-02  0.3787E-02
  0.1504E+03  0.1711E+03  0.2823E-02  0.3364E-02
  0.1840E+03  0.1376E+03  0.3339E-02  0.2802E-02
  0.2066E+03  0.1055E+03  0.3738E-02  0.2159E-02
  0.2241E+03  0.6759E+02  0.4021E-02  0.1464E-02
  0.2379E+03  0.1464E+02  0.4158E-02  0.7332E-03
  0.2422E+03 -0.3643E+02  0.4129E-02  0.8519E-07
  0.2377E+03 -0.8500E+02  0.3957E-02 -0.6977E-03
  0.2297E+03 -0.1153E+03  0.3681E-02 -0.1340E-02
  0.2184E+03 -0.1396E+03  0.3345E-02 -0.1931E-02
  0.2026E+03 -0.1621E+03  0.2953E-02 -0.2478E-02
  0.1811E+03 -0.1835E+03  0.2501E-02 -0.2981E-02
  0.1339E+03 -0.2157E+03  0.1971E-02 -0.3414E-02
  0.9954E+02 -0.2314E+03  0.1360E-02 -0.3736E-02
  0.5793E+02 -0.2429E+03  0.6966E-03 -0.3950E-02
  0.2420E+02 -0.2460E+03  0.9253E-07 -0.4066E-02
          S1          S2          D1          D2
  0.3949E+02 -0.4332E+03  0.1347E-08 -0.2309E-02
 -0.4750E+01 -0.4293E+03 -0.4099E-03 -0.2325E-02
 -0.5273E+02 -0.4163E+03 -0.8357E-03 -0.2296E-02
 -0.1379E+03 -0.3753E+03 -0.1269E-02 -0.2198E-02
 -0.2569E+03 -0.2926E+03 -0.1651E-02 -0.1968E-02
 -0.3099E+03 -0.2401E+03 -0.1955E-02 -0.1641E-02
 -0.3451E+03 -0.1901E+03 -0.2199E-02 -0.1269E-02
 -0.3716E+03 -0.1329E+03 -0.2381E-02 -0.8667E-03
 -0.3969E+03 -0.3174E+02 -0.2484E-02 -0.4381E-03
 -0.4061E+03  0.8007E+02 -0.2462E-02 -0.4820E-07
 -0.3983E+03  0.1657E+03 -0.2339E-02  0.4124E-03
 -0.3866E+03  0.2100E+03 -0.2160E-02  0.7860E-03
 -0.3694E+03  0.2470E+03 -0.1953E-02  0.1128E-02
 -0.3461E+03  0.2802E+03 -0.1721E-02  0.1444E-02
 -0.3121E+03  0.3139E+03 -0.1457E-02  0.1737E-02
 -0.2127E+03  0.3812E+03 -0.1145E-02  0.1984E-02
 -0.1400E+03  0.4136E+03 -0.7836E-03  0.2153E-02
 -0.8375E+02  0.4293E+03 -0.3972E-03  0.2252E-02
 -0.3950E+02  0.4332E+03 -0.7821E-07  0.2309E-02
  0.4752E+01  0.4293E+03  0.4099E-03  0.2325E-02
  0.5273E+02  0.4163E+03  0.8357E-03  0.2296E-02
  0.1379E+03  0.3753E+03  0.1269E-02  0.2198E-02
  0.2569E+03  0.2926E+03  0.1651E-02  0.1968E-02
  0.3100E+03  0.2401E+03  0.1955E-02  0.1641E-02
  0.3451E+03  0.1901E+03  0.2199E-02  0.1269E-02
