    epsacu     sdev1     sdev2     sdev3     sdev4     sdev5     ddev1     ddev2     ddev3     ddev4     ddev5
     0.050     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.050     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.051     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.051     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.051     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.051     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.052     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.052     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.052     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.052     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.053     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.053     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.053     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.053     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.054     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.054     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.054     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.054     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.055     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.055     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.055     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.055     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.056     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.056     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.008     0.001     0.000
     0.056     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.056     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.057     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.057     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.057     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.057     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.058     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.058     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.058     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.058     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.059     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.059     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.059     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.059     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.060     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.060     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.060     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.060     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.061     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.061     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.061     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.061     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.062     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.062     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.062     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.062     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.063     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
    epsacu     sdev1     sdev2     sdev3     sdev4     sdev5     ddev1     ddev2     ddev3     ddev4     ddev5
     0.063     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.063     0.000     0.000     0.006     0.001     0.000     0.001     0.001     0.011     0.001     0.000
     0.063     0.001     0.001     0.008     0.001     0.001     0.001     0.001     0.011     0.001     0.001
     0.063     0.013     0.006     0.009     0.002     0.008     0.006     0.003     0.004     0.001     0.005
     0.063     0.007     0.004     0.000     0.001     0.026     0.009     0.005     0.000     0.001     0.038
     0.063     0.002     0.009     0.000     0.001     0.018     0.003     0.016     0.001     0.001     0.031
     0.063     0.007     0.019     0.001     0.000     0.005     0.011     0.031     0.002     0.000     0.010
     0.063     0.047     0.062     0.005     0.003     0.064     0.041     0.055     0.007     0.003     0.034
     0.063     0.041     0.012     0.005     0.003     0.008     0.090     0.024     0.009     0.007     0.016
     0.063     0.040     0.000     0.004     0.004     0.007     0.099     0.001     0.009     0.008     0.017
     0.063     0.041     0.013     0.004     0.004     0.008     0.092     0.022     0.008     0.009     0.016
     0.063     0.048     0.064     0.005     0.004     0.069     0.044     0.054     0.008     0.006     0.033
     0.063     0.007     0.019     0.004     0.001     0.005     0.011     0.031     0.007     0.001     0.010
     0.063     0.002     0.009     0.001     0.001     0.018     0.004     0.016     0.003     0.002     0.030
     0.063     0.007     0.006     0.008     0.002     0.026     0.010     0.006     0.010     0.005     0.036
     0.063     0.009     0.009     0.011     0.016     0.016     0.009     0.009     0.014     0.017     0.019
     0.063     0.004     0.001     0.006     0.002     0.002     0.006     0.001     0.008     0.002     0.002
     0.063     0.002     0.000     0.001     0.000     0.000     0.003     0.001     0.001     0.001     0.001
    epsacu     sdev1     sdev2     sdev3     sdev4     sdev5     ddev1     ddev2     ddev3     ddev4     ddev5
     0.063     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.063     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.063     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.063     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.064     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.064     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.064     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.064     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.065     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.065     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.065     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.065     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.066     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.066     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.066     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.066     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.067     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.067     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.067     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.067     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.068     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.068     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.068     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.068     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.069     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.069     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.069     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.069     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.070     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.070     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.070     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.070     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.071     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.071     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.071     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.071     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.072     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.072     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.072     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.072     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.073     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.073     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.073     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.073     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.074     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.074     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.074     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.074     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.075     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.075     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.075     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
    epsacu     sdev1     sdev2     sdev3     sdev4     sdev5     ddev1     ddev2     ddev3     ddev4     ddev5
     0.075     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.075     0.000     0.000     0.006     0.001     0.000     0.001     0.001     0.011     0.001     0.000
     0.075     0.001     0.001     0.008     0.001     0.001     0.001     0.001     0.011     0.001     0.001
     0.075     0.013     0.006     0.009     0.002     0.008     0.006     0.003     0.004     0.001     0.005
     0.075     0.007     0.004     0.000     0.001     0.026     0.009     0.005     0.000     0.001     0.038
     0.075     0.002     0.009     0.000     0.001     0.017     0.003     0.016     0.001     0.001     0.031
     0.075     0.007     0.019     0.001     0.000     0.005     0.011     0.031     0.002     0.000     0.010
     0.075     0.047     0.061     0.005     0.003     0.063     0.041     0.054     0.007     0.003     0.034
     0.075     0.041     0.012     0.005     0.003     0.008     0.091     0.024     0.009     0.007     0.016
     0.075     0.040     0.000     0.004     0.004     0.007     0.100     0.001     0.009     0.008     0.017
     0.075     0.041     0.013     0.003     0.004     0.008     0.093     0.022     0.008     0.008     0.016
     0.075     0.048     0.064     0.005     0.004     0.069     0.044     0.053     0.008     0.006     0.033
     0.075     0.007     0.019     0.004     0.001     0.005     0.012     0.031     0.007     0.001     0.010
     0.075     0.002     0.009     0.001     0.001     0.018     0.003     0.016     0.003     0.002     0.031
     0.075     0.007     0.005     0.008     0.002     0.026     0.010     0.006     0.010     0.005     0.036
     0.075     0.008     0.009     0.011     0.016     0.015     0.009     0.008     0.013     0.017     0.019
     0.075     0.004     0.001     0.006     0.002     0.001     0.006     0.001     0.008     0.002     0.002
     0.075     0.002     0.000     0.001     0.000     0.000     0.003     0.001     0.001     0.001     0.001
    epsacu     sdev1     sdev2     sdev3     sdev4     sdev5     ddev1     ddev2     ddev3     ddev4     ddev5
     0.075     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.075     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.076     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.076     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.076     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.076     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.077     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.077     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.077     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.077     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.078     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.078     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.078     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.078     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.079     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.079     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.079     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.079     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.080     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.080     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.080     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.080     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.081     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.081     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.081     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.081     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.082     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.082     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.082     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.082     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.083     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.083     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.083     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.083     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.084     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.084     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.084     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.084     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.085     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.085     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.085     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.085     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.086     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.086     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.086     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.086     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.087     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.087     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.087     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.087     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.088     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
    epsacu     sdev1     sdev2     sdev3     sdev4     sdev5     ddev1     ddev2     ddev3     ddev4     ddev5
     0.088     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.088     0.000     0.000     0.006     0.001     0.000     0.001     0.001     0.010     0.001     0.000
     0.088     0.001     0.001     0.008     0.001     0.001     0.001     0.001     0.011     0.001     0.001
     0.088     0.013     0.006     0.009     0.002     0.008     0.006     0.003     0.004     0.001     0.005
     0.088     0.007     0.004     0.000     0.001     0.026     0.009     0.005     0.000     0.001     0.039
     0.088     0.002     0.009     0.000     0.001     0.017     0.003     0.016     0.001     0.001     0.032
     0.088     0.007     0.019     0.001     0.000     0.005     0.011     0.031     0.002     0.000     0.010
     0.088     0.047     0.061     0.005     0.002     0.063     0.041     0.054     0.006     0.003     0.035
     0.088     0.041     0.012     0.004     0.003     0.008     0.091     0.023     0.009     0.007     0.016
     0.088     0.040     0.000     0.004     0.003     0.007     0.100     0.001     0.008     0.008     0.017
     0.088     0.041     0.013     0.003     0.004     0.008     0.093     0.022     0.007     0.008     0.016
     0.088     0.048     0.064     0.005     0.004     0.069     0.044     0.053     0.008     0.005     0.033
     0.088     0.007     0.019     0.004     0.001     0.005     0.012     0.031     0.007     0.001     0.010
     0.088     0.002     0.009     0.001     0.001     0.018     0.003     0.016     0.003     0.002     0.031
     0.088     0.007     0.005     0.008     0.002     0.026     0.010     0.006     0.009     0.005     0.036
     0.088     0.008     0.008     0.011     0.016     0.015     0.009     0.008     0.013     0.017     0.019
     0.088     0.004     0.001     0.006     0.002     0.001     0.005     0.001     0.007     0.002     0.002
     0.088     0.001     0.000     0.001     0.000     0.000     0.003     0.001     0.001     0.001     0.001
    epsacu     sdev1     sdev2     sdev3     sdev4     sdev5     ddev1     ddev2     ddev3     ddev4     ddev5
     0.088     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.088     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.088     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.088     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.089     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.089     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.089     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.089     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.090     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.090     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.090     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.090     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.091     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.091     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.091     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.091     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.092     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.092     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.092     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.092     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.093     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.093     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.093     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.093     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.094     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.094     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.094     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.094     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.095     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.095     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.095     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.095     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.096     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.096     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.096     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.096     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.097     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.097     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.097     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.097     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.098     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.098     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.098     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.098     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.099     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.099     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.099     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.099     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.100     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.100     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.100     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
    epsacu     sdev1     sdev2     sdev3     sdev4     sdev5     ddev1     ddev2     ddev3     ddev4     ddev5
     0.100     0.001     0.000     0.004     0.000     0.000     0.002     0.001     0.007     0.001     0.000
     0.100     0.000     0.000     0.006     0.001     0.000     0.001     0.001     0.010     0.001     0.000
     0.100     0.001     0.001     0.007     0.001     0.001     0.001     0.001     0.011     0.001     0.001
     0.100     0.013     0.006     0.008     0.002     0.008     0.006     0.003     0.004     0.001     0.005
     0.100     0.007     0.004     0.000     0.001     0.026     0.009     0.005     0.000     0.001     0.039
     0.100     0.002     0.009     0.000     0.001     0.017     0.003     0.016     0.001     0.001     0.032
     0.100     0.007     0.019     0.001     0.000     0.005     0.011     0.031     0.002     0.000     0.010
     0.100     0.047     0.061     0.005     0.002     0.062     0.041     0.054     0.006     0.003     0.035
     0.100     0.041     0.012     0.004     0.003     0.008     0.091     0.023     0.009     0.006     0.016
     0.100     0.040     0.000     0.004     0.003     0.007     0.101     0.001     0.008     0.008     0.017
     0.100     0.041     0.013     0.003     0.004     0.008     0.094     0.021     0.007     0.008     0.016
     0.100     0.048     0.064     0.005     0.003     0.068     0.044     0.053     0.007     0.005     0.033
     0.100     0.007     0.019     0.004     0.001     0.005     0.012     0.031     0.007     0.001     0.010
     0.100     0.002     0.009     0.001     0.001     0.018     0.003     0.016     0.003     0.002     0.031
     0.100     0.007     0.005     0.008     0.002     0.026     0.010     0.006     0.009     0.005     0.036
     0.100     0.008     0.008     0.011     0.016     0.015     0.009     0.008     0.013     0.017     0.019
     0.100     0.004     0.001     0.005     0.002     0.001     0.005     0.001     0.007     0.002     0.002
     0.100     0.001     0.000     0.001     0.000     0.000     0.003     0.001     0.001     0.001     0.001
