          S1          S2          D1          D2
 -0.7538E+02 -0.9614E+02 -0.1826E-08 -0.1040E-01
 -0.1382E+03 -0.9282E+02 -0.1504E-02 -0.8533E-02
 -0.1515E+03 -0.8938E+02 -0.2518E-02 -0.6919E-02
 -0.1609E+03 -0.8500E+02 -0.3245E-02 -0.5621E-02
 -0.1722E+03 -0.7692E+02 -0.3790E-02 -0.4517E-02
 -0.2071E+03 -0.4359E+02 -0.4104E-02 -0.3444E-02
 -0.2110E+03 -0.3807E+02 -0.4292E-02 -0.2478E-02
 -0.2140E+03 -0.3130E+02 -0.4436E-02 -0.1615E-02
 -0.2247E+03  0.3524E+01 -0.4462E-02 -0.7868E-03
 -0.2252E+03  0.8166E+01 -0.4440E-02 -0.7195E-08
 -0.2250E+03  0.1092E+02 -0.4407E-02  0.7771E-03
 -0.2243E+03  0.1362E+02 -0.4363E-02  0.1588E-02
 -0.2227E+03  0.1682E+02 -0.4302E-02  0.2484E-02
 -0.2194E+03  0.2152E+02 -0.4211E-02  0.3534E-02
 -0.2101E+03  0.3057E+02 -0.4056E-02  0.4834E-02
 -0.1877E+03  0.4595E+02 -0.3741E-02  0.6479E-02
 -0.1568E+03  0.6049E+02 -0.3097E-02  0.8508E-02
  0.7423E+02  0.1122E+03 -0.1780E-02  0.1009E-01
  0.1073E+03  0.1160E+03  0.1382E-06  0.8624E-02
  0.1185E+03  0.1151E+03  0.1297E-02  0.7355E-02
  0.1261E+03  0.1130E+03  0.2290E-02  0.6292E-02
  0.1337E+03  0.1094E+03  0.3093E-02  0.5358E-02
  0.1491E+03  0.9826E+02  0.3757E-02  0.4477E-02
  0.2071E+03  0.4359E+02  0.4104E-02  0.3444E-02
  0.2110E+03  0.3807E+02  0.4292E-02  0.2478E-02
  0.2140E+03  0.3130E+02  0.4436E-02  0.1615E-02
  0.2247E+03 -0.3524E+01  0.4462E-02  0.7868E-03
  0.2252E+03 -0.8166E+01  0.4440E-02  0.7195E-08
  0.2250E+03 -0.1092E+02  0.4407E-02 -0.7771E-03
  0.2243E+03 -0.1362E+02  0.4363E-02 -0.1588E-02
  0.2227E+03 -0.1682E+02  0.4302E-02 -0.2484E-02
  0.2194E+03 -0.2152E+02  0.4211E-02 -0.3534E-02
  0.2101E+03 -0.3057E+02  0.4056E-02 -0.4834E-02
  0.1877E+03 -0.4595E+02  0.3741E-02 -0.6479E-02
  0.1568E+03 -0.6049E+02  0.3097E-02 -0.8508E-02
  0.4311E+02 -0.8729E+02  0.1858E-02 -0.1054E-01
 -0.7538E+02 -0.9614E+02 -0.1826E-08 -0.1040E-01
          S1          S2          D1          D2
 -0.6897E+02 -0.1423E+03  0.6555E-07 -0.7030E-02
 -0.2209E+03 -0.1352E+03 -0.1012E-02 -0.5742E-02
 -0.2414E+03 -0.1299E+03 -0.1671E-02 -0.4592E-02
 -0.2567E+03 -0.1227E+03 -0.2131E-02 -0.3691E-02
 -0.2871E+03 -0.1012E+03 -0.2452E-02 -0.2923E-02
 -0.3097E+03 -0.7981E+02 -0.2655E-02 -0.2228E-02
 -0.3154E+03 -0.7173E+02 -0.2803E-02 -0.1618E-02
 -0.3199E+03 -0.6164E+02 -0.2921E-02 -0.1063E-02
 -0.3420E+03  0.1228E+02 -0.2943E-02 -0.5189E-03
 -0.3429E+03  0.2122E+02 -0.2916E-02 -0.7951E-08
 -0.3425E+03  0.2601E+02 -0.2881E-02  0.5080E-03
 -0.3413E+03  0.3050E+02 -0.2838E-02  0.1033E-02
 -0.3388E+03  0.3570E+02 -0.2782E-02  0.1606E-02
 -0.3335E+03  0.4312E+02 -0.2705E-02  0.2270E-02
 -0.3190E+03  0.5725E+02 -0.2582E-02  0.3078E-02
